chainage,AdvanceRate,RPM,Torque,Thrust,Penetration,ShieldPressure
0.0,50.15981282809832,6.285168122004753,3.2362191890970777,20.617348731910784,12.03446425062774,1.6297083143112687
1.0,50.25168162591615,5.874500397720189,3.4470266290826594,18.86953345899268,12.072367336171013,1.6726209775340735
2.0,55.31431429800128,6.167232887804372,3.4805003599149704,20.79913374008178,16.08236676045082,1.8250807524692534
3.0,50.53720492670825,6.720057568878328,3.4967355598602756,21.057726447638313,17.547379805580473,1.7745018923443148
4.0,50.618846346083856,6.112382808520097,3.1436884491764783,20.698981821583654,12.58252936988286,1.4557537324667378
5.0,51.907562205994324,6.49854400950255,3.1087263533990064,22.884116181594813,13.850065754911357,1.82648866151954
6.0,54.04110429344897,6.085172623936337,3.4871511028882134,21.78845663974562,15.263618974454907,2.1243604600639276
7.0,54.66174111793858,6.287940995026998,3.5485591096559963,22.46163081378816,16.525275743503894,1.6194930516498671
8.0,60.30377391209503,6.075625049473221,3.9305966482302086,18.53105850791741,13.89819624914292,1.990205868001123
9.0,51.53343371948237,6.202654312781902,3.513037681177889,20.970564752625524,14.18963603847445,1.7550854520836359
10.0,58.89245495044258,6.61834643745949,3.782554296160246,20.397694556783406,15.707369545839914,1.8570553443479443
11.0,49.755366002185355,5.808603050276721,3.4230195638672507,19.439772181708815,15.049159492342024,1.6688644006288333
12.0,51.44064906411157,6.378503898199387,3.160094134933603,19.164539500963173,13.609258369854938,1.6980083792822482
13.0,53.01340622220835,6.322158914929461,3.20831782232117,20.00719718124656,13.87288290932218,1.9458449234346213
14.0,51.60812580136173,5.983403640200425,3.11359259014799,20.99034008262865,11.918293206905723,1.7490469132076192
15.0,48.18582490924725,5.601254149345753,3.481808355546696,16.36112598001355,12.04239830132365,1.794918246473781
16.0,48.40354596642796,6.055755661008434,2.89030955806596,18.387115325834355,12.006546979545227,1.710728592040927
17.0,41.11122664696128,5.746398916071079,3.0160926068116205,16.326213137901828,11.474143719948014,1.471109730629656
18.0,41.70742840045373,6.006285656021326,2.7177870325664575,16.873318284606203,10.936535122100299,1.6980729715400833
19.0,42.570189262324455,5.839764364275466,2.919448555564342,17.83622394414124,11.137208287492605,1.3990576944291782
20.0,27.930824978815977,6.2556909971569965,4.341409006450136,25.295459678514426,7.078802836264741,2.465147674367679
21.0,19.39508676894457,5.6343618729006355,4.483405022791812,26.760950744276354,6.236450449178499,2.1330417146256417
22.0,26.054730394153754,5.458531271498076,3.4978048425869073,22.28215935092792,6.550164902796466,2.243926405041529
23.0,23.997640463101643,5.72416593337109,3.664324621971501,23.287445891268312,5.492482556877603,1.9765929696539717
24.0,25.299344479938107,5.706414826239503,4.191151650811181,24.205313097137065,4.931714029298456,2.5543840313064186
25.0,22.887360730534176,6.046051402681901,3.355797192271294,23.212452528278874,3.8848908838801703,1.7205172488693319
26.0,27.653786566022063,5.937372794272376,4.196606634459407,23.602056028057987,6.3404776666465335,1.703487513447349
27.0,34.49645987630408,5.799668578255308,2.2525841019528055,13.299490496754508,9.443571485670157,1.164009601884682
28.0,37.017399575970614,6.1570502174572175,2.5834125436905824,15.316328173355302,11.837643109661387,1.3937464141114468
29.0,39.37378157018312,5.393271429979182,2.9156588053237464,15.84134595796873,11.57255767268354,1.362530694585726
30.0,40.25684814310601,5.6809041322506335,2.8285256700355794,20.504506977056455,11.36848328916096,1.6459265157225775
31.0,39.999936022917005,5.509680894586502,2.6365182179910778,18.691803687004096,9.538172206370504,1.3972698806789556
32.0,37.84419387989061,5.710722782489622,2.7814303854186724,14.996792208525292,9.5089143155074,1.0918596850883662
33.0,39.68454872675676,5.446117831281506,3.0357982292188037,16.160161713160225,12.064132357476058,1.349080699613669
34.0,43.15042323221642,6.1670665145180354,3.006310469030713,15.570049301981632,12.074919068936847,1.3007201515844913
35.0,42.78235109538752,5.978995525275522,2.9908742888815,17.570562823106318,12.845442078632848,1.4679203580502134
36.0,47.14869958209542,5.5816841829738255,3.2579394561313735,18.702668218631732,10.438822583622787,1.7496103363161306
37.0,44.20604126253673,5.715801218409234,3.1185111961267173,20.01352985904732,13.091238023730154,1.616105014406151
38.0,46.48797031656605,6.1424037529144915,3.3845105562862914,17.389870230178914,12.841217127649825,1.443510034392621
39.0,50.68737447926615,6.3929424537865955,3.26305406091363,18.43382517408111,12.021605182931767,1.4894468784522208
40.0,51.057360467865024,6.756278165500043,3.00672043044391,16.351655435317078,12.7865463764901,1.6621762119239454
41.0,51.49188933417282,7.024016540044014,2.966140640537772,19.254579121600795,13.462579606291042,1.4673737778346463
42.0,47.21354863417319,6.207956332906181,3.4639991911236616,17.242713411444477,12.721534821743303,1.4829624613138952
43.0,47.17431207144915,5.817945464243161,3.528424184561012,18.353909861478094,12.626284016218207,1.661608320985407
44.0,47.407233180166735,5.448599042876805,3.1052368406973967,17.566838103710598,12.602215148703621,1.7615097325122022
45.0,41.93274029227824,6.146804891841562,3.0297488607942604,18.523520700005278,12.279954246900404,1.657805673972077
46.0,42.68871707122295,5.823786154356642,3.400558431168025,16.040092242462457,12.693910375700392,1.2239750566600254
47.0,41.05412454749057,5.87613360143122,2.7797761107675036,15.806839926764775,13.477418208874164,1.5463957888396649
48.0,41.636053387116135,5.80396408927941,2.801203602604599,21.069801958015972,9.334086591047525,1.4983981649822393
